500	0.002
501	0.001
502	0.001
503	0.001
504	0.001
505	0.001
506	0.001
507	0.001
508	0.001
509	0.001
510	0.001
511	0.001
512	0.001
513	0.001
514	0.002
515	0.002
516	0.002
517	0.002
518	0.002
519	0.002
520	0.002
521	0.002
522	0.002
523	0.003
524	0.003
525	0.003
526	0.003
527	0.003
528	0.003
529	0.004
530	0.004
531	0.004
532	0.005
533	0.005
534	0.005
535	0.006
536	0.006
537	0.007
538	0.007
539	0.008
540	0.008
541	0.009
542	0.010
543	0.010
544	0.011
545	0.012
546	0.013
547	0.014
548	0.015
549	0.016
550	0.017
551	0.019
552	0.020
553	0.021
554	0.023
555	0.024
556	0.026
557	0.028
558	0.030
559	0.032
560	0.034
561	0.036
562	0.038
563	0.041
564	0.044
565	0.046
566	0.049
567	0.052
568	0.055
569	0.058
570	0.062
571	0.065
572	0.070
573	0.074
574	0.078
575	0.082
576	0.087
577	0.092
578	0.097
579	0.102
580	0.108
581	0.113
582	0.120
583	0.125
584	0.132
585	0.138
586	0.146
587	0.154
588	0.161
589	0.170
590	0.179
591	0.187
592	0.196
593	0.206
594	0.215
595	0.226
596	0.236
597	0.247
598	0.257
599	0.269
600	0.280
601	0.294
602	0.305
603	0.318
604	0.332
605	0.345
606	0.359
607	0.373
608	0.387
609	0.401
610	0.417
611	0.433
612	0.448
613	0.463
614	0.480
615	0.495
616	0.510
617	0.529
618	0.546
619	0.562
620	0.579
621	0.597
622	0.613
623	0.630
624	0.649
625	0.667
626	0.684
627	0.699
628	0.718
629	0.735
630	0.751
631	0.772
632	0.785
633	0.800
634	0.816
635	0.831
636	0.847
637	0.861
638	0.877
639	0.896
640	0.910
641	0.927
642	0.941
643	0.953
644	0.960
645	0.964
646	0.968
647	0.967
648	0.969
649	0.969
650	0.976
651	0.979
652	0.984
653	0.991
654	0.994
655	0.997
656	0.996
657	0.995
658	0.998
659	0.996
660	1.000
661	1.000
662	0.999
663	1.000
664	0.999
665	0.999
666	0.996
667	0.996
668	0.994
669	0.989
670	0.989
671	0.984
672	0.981
673	0.976
674	0.968
675	0.965
676	0.957
677	0.952
678	0.946
679	0.937
680	0.933
681	0.925
682	0.916
683	0.908
684	0.900
685	0.891
686	0.880
687	0.875
688	0.863
689	0.856
690	0.846
691	0.838
692	0.825
693	0.816
694	0.805
695	0.794
696	0.786
697	0.774
698	0.761
699	0.752
700	0.741
701	0.727
702	0.718
703	0.703
704	0.693
705	0.688
706	0.674
707	0.661
708	0.652
709	0.637
710	0.630
711	0.618
712	0.608
713	0.598
714	0.585
715	0.574
716	0.567
717	0.552
718	0.546
719	0.535
720	0.525
721	0.516
722	0.506
723	0.491
724	0.484
725	0.477
726	0.468
727	0.461
728	0.449
729	0.440
730	0.430
731	0.423
732	0.414
733	0.404
734	0.393
735	0.387
736	0.381
737	0.370
738	0.366
739	0.356
740	0.349
741	0.344
742	0.336
743	0.332
744	0.320
745	0.311
746	0.309
747	0.303
748	0.292
749	0.288
750	0.281
751	0.274
752	0.268
753	0.265
754	0.257
755	0.253
756	0.248
757	0.240
758	0.239
759	0.232
760	0.226
761	0.223
762	0.218
763	0.207
764	0.205
765	0.205
766	0.199
767	0.196
768	0.190
769	0.185
770	0.183
771	0.180
772	0.172
773	0.172
774	0.170
775	0.166
776	0.159
777	0.159
778	0.153
779	0.153
780	0.148
781	0.145
782	0.140
783	0.140
784	0.133
785	0.135
786	0.129
787	0.124
788	0.124
789	0.121
790	0.119
791	0.117
792	0.115
793	0.110
794	0.113
795	0.106
796	0.107
797	0.106
798	0.102
799	0.099
800	0.097
801	0.096
802	0.094
803	0.091
804	0.090
805	0.090
806	0.088
807	0.081
808	0.080
809	0.084
810	0.083
811	0.077
812	0.079
813	0.075
814	0.073
815	0.070
816	0.073
817	0.069
818	0.074
819	0.067
820	0.059
821	0.056
822	0.059
823	0.054
824	0.052
825	0.046
826	0.046
827	0.044
828	0.040
829	0.039
830	0.041
831	0.041
832	0.032
833	0.032
834	0.029
835	0.027
836	0.030
837	0.024
838	0.023
839	0.024
840	0.019
841	0.019
842	0.019
843	0.014
844	0.018
845	0.015
846	0.016
847	0.014
848	0.011
849	0.010
850	0.009
